Alg=1,MeanValue=2.64e+00, BestValue=2.61e+00, Std=3.83e-02,sr=0.000000e+00 
Alg=1,MeanValue=6.74e-198, BestValue=9.11e-201, Std=0.00e+00,sr=1.000000e+00 
Alg=1,MeanValue=1.27e-193, BestValue=3.81e-212, Std=0.00e+00,sr=1.000000e+00 
Alg=1,MeanValue=0.00e+00, BestValue=0.00e+00, Std=0.00e+00,sr=1.000000e+00 
Alg=1,MeanValue=6.60e+03, BestValue=4.99e+03, Std=2.27e+03,sr=0.000000e+00 
Alg=1,MeanValue=4.68e-190, BestValue=1.49e-193, Std=0.00e+00,sr=1.000000e+00 
Alg=1,MeanValue=6.80e+03, BestValue=6.03e+03, Std=1.09e+03,sr=0.000000e+00 
Alg=1,MeanValue=0.00e+00, BestValue=0.00e+00, Std=0.00e+00,sr=1.000000e+00 
Alg=1,MeanValue=0.00e+00, BestValue=0.00e+00, Std=0.00e+00,sr=1.000000e+00 
Alg=1,MeanValue=0.00e+00, BestValue=0.00e+00, Std=0.00e+00,sr=1.000000e+00 
Alg=1,MeanValue=9.73e-01, BestValue=9.68e-01, Std=6.89e-03,sr=0.000000e+00 
Alg=1,MeanValue=8.88e-16, BestValue=8.88e-16, Std=0.00e+00,sr=1.000000e+00 
Alg=1,MeanValue=2.13e+00, BestValue=1.96e+00, Std=2.47e-01,sr=0.000000e+00 
Alg=1,MeanValue=6.50e+03, BestValue=5.22e+03, Std=1.81e+03,sr=0.000000e+00 
Alg=1,MeanValue=0.00e+00, BestValue=0.00e+00, Std=0.00e+00,sr=1.000000e+00 
Alg=1,MeanValue=7.06e-204, BestValue=1.87e-210, Std=0.00e+00,sr=1.000000e+00 
Alg=1,MeanValue=0.00e+00, BestValue=0.00e+00, Std=0.00e+00,sr=1.000000e+00 
Alg=1,MeanValue=2.11e-196, BestValue=1.36e-198, Std=0.00e+00,sr=1.000000e+00 
Alg=1,MeanValue=0.00e+00, BestValue=0.00e+00, Std=0.00e+00,sr=1.000000e+00 
Alg=1,MeanValue=2.89e+01, BestValue=2.89e+01, Std=3.46e-02,sr=0.000000e+00 
Alg=1,MeanValue=4.34e-193, BestValue=5.46e-195, Std=0.00e+00,sr=1.000000e+00 
Alg=1,MeanValue=0.00e+00, BestValue=0.00e+00, Std=0.00e+00,sr=1.000000e+00 
Alg=1,MeanValue=9.66e-01, BestValue=9.58e-01, Std=1.15e-02,sr=0.000000e+00 
Alg=1,MeanValue=2.66e-15, BestValue=8.88e-16, Std=2.51e-15,sr=1.000000e+00 
Alg=1,MeanValue=2.49e+00, BestValue=2.42e+00, Std=9.73e-02,sr=0.000000e+00 
Alg=1,MeanValue=5.12e-191, BestValue=1.52e-195, Std=0.00e+00,sr=1.000000e+00 
Alg=1,MeanValue=2.68e-207, BestValue=1.24e-207, Std=0.00e+00,sr=1.000000e+00 
Alg=1,MeanValue=0.00e+00, BestValue=0.00e+00, Std=0.00e+00,sr=1.000000e+00 
Alg=1,MeanValue=8.04e+03, BestValue=7.92e+03, Std=1.76e+02,sr=0.000000e+00 
Alg=1,MeanValue=6.53e-194, BestValue=5.48e-194, Std=0.00e+00,sr=1.000000e+00 
Alg=1,MeanValue=4.50e+03, BestValue=3.84e+03, Std=9.31e+02,sr=0.000000e+00 
Alg=1,MeanValue=0.00e+00, BestValue=0.00e+00, Std=0.00e+00,sr=1.000000e+00 
Alg=1,MeanValue=0.00e+00, BestValue=0.00e+00, Std=0.00e+00,sr=1.000000e+00 
Alg=1,MeanValue=7.82e+01, BestValue=0.00e+00, Std=1.11e+02,sr=5.000000e-01 
Alg=1,MeanValue=9.64e-01, BestValue=9.48e-01, Std=2.34e-02,sr=0.000000e+00 
Alg=1,MeanValue=2.66e-15, BestValue=8.88e-16, Std=2.51e-15,sr=1.000000e+00 
Alg=1,MeanValue=1.95e+00, BestValue=1.60e+00, Std=4.90e-01,sr=0.000000e+00 
Alg=1,MeanValue=6.96e+03, BestValue=6.58e+03, Std=5.51e+02,sr=0.000000e+00 
Alg=1,MeanValue=0.00e+00, BestValue=0.00e+00, Std=0.00e+00,sr=1.000000e+00 
Alg=1,MeanValue=5.79e-206, BestValue=4.72e-215, Std=0.00e+00,sr=1.000000e+00 
Alg=1,MeanValue=0.00e+00, BestValue=0.00e+00, Std=0.00e+00,sr=1.000000e+00 
Alg=1,MeanValue=9.82e-199, BestValue=6.57e-199, Std=0.00e+00,sr=1.000000e+00 
